ingredients,title_directions
"'1/2 cup unsalted butter, melted', '1 1/4 cups white sugar', '3 eggs', '1 teaspoon vanilla extract', '3 cups rice flour', '1 teaspoon baking powder', '3 cups milk', '1 (18.75 ounce) can sweetened red bean paste'","""Butter Mochi Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease a 9-inch Bundt pan or a 9x13 inch baking pan.', 'In a large bowl, mix together the butter, sugar, eggs, vanilla and milk. Stir in the rice flour and baking powder. Pour the batter into the prepared pan. Drop red bean paste by scant teaspoonfuls onto the top of the cake. If spoonfuls are too big, the filling will sink to the bottom.', 'Bake for 1 hour and 10 minutes in the preheated oven, or until cake springs back when lightly touched. If using a Bundt pan, invert the cake onto a serving plate. Cake must be completely cooled before unmolding from Bundt pan, or it will be too soft to hold its shape. Serve small slices of this very rich cake at room temperature or slightly warmed.'"
"'1 cup butter', '6 eggs', '3 cups white sugar', '3 cups all-purpose flour', '1 pint heavy whipping cream', '1 tablespoon vanilla extract', '2 teaspoons lemon extract'","""Butter Pound Cake""'Preheat oven to 325 degrees F (165 degrees C). Grease and flour one 9 or 10 inch tube pan.', 'With an electric mixer, cream butter and sugar until fluffy. Add eggs, one at a time and mix well.', 'Introduce the flour, one cup at a time while adding cream a little at a time until all flour and cream is mixed in well.', 'Add the vanilla and lemon flavoring and blend well. Pour batter into prepared pan.', 'Bake at 325 degrees F (165 degrees C) for 1-1/2 hours or until center springs back from small amount of pressure. Immediately turn out on cake rack to cool.'"
"'1/2 cup unsalted butter, softened', '1/2 cup vegetable shortening', '1 teaspoon vanilla extract', ""3 cups confectioners' sugar, sifted"", '2 tablespoons milk, or as needed', '1 (7 ounce) package sweetened flaked coconut, divided', '1/4 cup chopped pecans'","""Buttercream-Coconut Cake Icing""'Beat butter and shortening with an electric mixer in a large bowl until smooth; beat in vanilla extract.', ""Gradually beat confectioners' sugar into butter mixture until well blended. The mixture will appear dry."", 'Stir enough milk into butter mixture to achieve desired consistency for icing.', 'Fold half the coconut into the icing; spread icing over cake.', 'Sprinkle remaining coconut and pecans over icing.'"
"'1 (18.25 ounce) package yellow cake mix', '2 medium ripe bananas, mashed', '36 pieces NESTLE® BUTTERFINGER® Bites Candy, chopped, divided', '1 (16 ounce) container prepared white frosting'","""Butterfinger Banana Cake""'Preheat oven to 350 degrees F.  Grease and flour 13 x 9-inch baking pan.', 'Prepare cake mix batter according to package directions; stir in bananas and 3/4 cup chopped Butterfinger.  Pour into prepared pan.', 'Bake for 40 to 50 minutes or until wooden pick inserted in center comes out clean.  Cool completely in pan on wire rack.', 'Frost cake; sprinkle with remaining chopped Butterfinger.'"
"""1 (15.25 ounce) package devil's food cake mix"", '2/3 cup water', '1/2 cup oil', '2 eggs', '1 (14 ounce) can sweetened condensed milk', '1 (12 ounce) jar hot fudge dessert topping', '1 (12 ounce) jar caramel dessert topping', '1 (16 ounce) package frozen whipped topping (such as Cool Whip®), thawed', '2 (2.1 ounce) bars chocolate-covered crispy peanut butter candy (such as Butterfinger®), crushed'","""Butterfinger® Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking pan.', 'Mix cake mix, water, oil, and eggs together in a bowl; pour into prepared baking pan.', 'Bake in the preheated oven until a toothpick inserted in the center of the cake comes out clean, 28 to 30 minutes. Immediately poke holes in the cake using a skewer or straw.', 'Pour sweetened condensed milk, hot fudge, and caramel over cake. Allow cake to cool, about 1 hour.', 'Spread whipped topping over cooled cake and sprinkle with crushed peanut butter candy. Refrigerate until serving.'"
"'2 eggs, separated', '1/2 cup white sugar plus', '2 1/2 tablespoons white sugar', '2 small apples, peeled, cored, and roughly grated', '1/2 cup all-purpose flour plus', '2 1/2 tablespoons all-purpose flour', '1 1/2 teaspoons baking powder', '2 cups assorted fresh berries', '1 cup whipping cream'","""Butterless Dessert Cake""'Preheat oven to 375 degrees F (190 degrees C). Grease and flour a 9 inch log mold (baking dish that looks like a half pipe) or small loaf pan.', 'Use an electric mixer to beat the egg yolks and the sugar until light. In a separate bowl, whip the egg whites until a beater lifted from the whites leaves a peak that folds over on itself. Fold the beaten egg whites, grated apples, flour, and baking powder into the egg yolk and sugar mixture. Gently stir batter to blend well. Spread the dough into the greased baking pan.', 'Bake in preheated oven for 30 minutes. Cool cake in pan before removing. Using an electric mixer, whip the cream in a chilled bowl until stiff peaks form. Serve cake with fresh berries and whipped cream.'"
"'1 cup buttermilk', '2 teaspoons baking soda', '2 cups white sugar', '2 eggs', '3 tablespoons unsweetened cocoa powder', '1/2 cup vegetable oil', '2 teaspoons vanilla extract', '1 cup boiling water', '2 cups all-purpose flour', '1 cup white sugar', '1/2 cup unsweetened cocoa powder', '1/4 cup milk', '1/4 cup butter', '1 teaspoon vanilla extract'","""Buttermilk Chocolate Cake with Fudge Icing""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan.  In a medium bowl, combine the buttermilk and baking soda.  Set aside in a warm place.', 'In a large bowl, mix together 2 cups sugar, eggs, 3 tablespoons cocoa powder, oil and 2 teaspoons vanilla until blended.  Stir in the boiling water, then gradually beat in the flour.  Stir in the buttermilk mixture.', 'Pour batter into prepared pan. Bake in the preheated oven for 30 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool.', 'To make the Fudge Icing:  In a saucepan, combine 1 cup sugar, 1/2 cup cocoa powder, milk, butter and 1 teaspoon vanilla extract.  Bring to a boil, and cook for 1 minute. Remove from heat.  Using an electric mixer, beat icing for 3 minutes, or until it thickens to spreading consistency.  Pour over completely cooled cake.'"
"'Sweet dough:', '4 cups all-purpose flour', '1/2 cup white sugar', '1 (.25 ounce) package rapid rise yeast', '1 1/4 teaspoons salt', '3 eggs at room temperature', '6 tablespoons butter', '3/4 cup Bulgarian-style buttermilk', '1/4 cup all-purpose flour (optional)', 'Cream cheese filling:', '1 (8 ounce) package cream cheese at room temperature', ""1 cup confectioners' sugar"", '2 tablespoons all-purpose flour', '2 tablespoons lemon juice', '1 teaspoon vanilla extract', '1/4 teaspoon ground nutmeg', 'Egg wash:', '1 egg', '1/4 cup water', 'Icing:', ""1 cup confectioners' sugar"", '4 teaspoons corn syrup', '4 teaspoons milk', '1 teaspoon lemon juice, or as needed'","""Buttermilk King Cake with Cream Cheese Filling""'Mix 4 cups of flour, white sugar, yeast, and salt together in the work bowl of a stand mixer fitted with a dough hook.', 'Whisk 3 eggs in a separate bowl. Melt butter in a saucepan over low heat and whisk buttermilk into melted butter; heat until an instant-read thermometer reads 120 degrees F (49 degrees C). Whisk buttermilk mixture into beaten eggs and cool the mixture to 110 degrees F (43 degrees C).', ""Beat egg mixture into flour mixture on medium-low speed to make a firm, elastic dough, about 10 minutes. If dough doesn't separate from the sides of the mixing bowl during kneading, beat in 1/4 cup more flour."", 'Turn dough out onto a work surface and knead for 1 minute; form into a ball and place into a buttered bowl, turning dough around to lightly coat with butter. Cover bowl with plastic wrap and let rise in a warm place until doubled, about 2 hours.', 'Preheat oven to 350 degrees F (175 degrees C). Butter the outer edge of an 8-inch cake pan.', ""Stir cream cheese, 1 cup confectioners' sugar, 2 tablespoons flour, lemon juice, vanilla extract, and nutmeg in a bowl until filling is smooth."", 'Punch down dough and turn out onto a lightly floured piece of parchment paper. Roll dough into a 10x28-inch rectangle. Spread cream cheese filling over the rectangle, leaving a 1-inch border along each edge. Lift an edge of the parchment paper sheet to roll dough into a log shape, starting at a 28-inch edge. Pinch seams closed to seal in filling, keeping roll on the parchment paper.', 'Wrap the filled dough around the outside of the buttered 8-inch cake pan to form the dough into a ring; pinch the edges closed. Use parchment paper to lift the cake and cake pan and slide a baking sheet beneath the parchment. Gently free cake pan, leaving the ring-shaped cake. Whisk 1 egg with water in a small bowl; brush cake with egg wash.', 'Bake king cake in the preheated oven until golden brown, about 40 minutes. Let cake cool.', ""Stir 1 cup confectioners' sugar, corn syrup, and milk in a bowl; mix in 1 teaspoon lemon juice, or amount needed to thin icing to a thick but slightly runny texture. Drizzle king cake with icing."""
"'Crumb Topping:', '1/2 cup flour', '1/2 cup brown sugar', '1/4 cup butter, softened', '1/2 teaspoon ground cinnamon', 'Cake:', '1/2 cup butter, softened', '1 cup white sugar', '1 egg', '1 teaspoon vanilla extract', '2 cups all-purpose flour', '1 teaspoon baking powder', '1 teaspoon baking soda', '1/4 teaspoon salt', '1/2 teaspoon ground nutmeg (optional)', '1 cup buttermilk', '1 mango - peeled, seeded and diced', '1 cup raspberries'","""Buttermilk Mango-Berry Crumb Cake""'Preheat an oven to 350 degrees F (175 degrees C). Grease a 9-inch square baking pan.', 'Mix 1/2 cup flour, brown sugar, 1/4 cup butter, and cinnamon together in a bowl until the mixture is the consistency of wet sand. Set the topping aside.', 'Beat 1/2 cup butter and sugar with an electric mixer in a large mixing bowl until light and fluffy. The mixture should be noticeably lighter in color. Add the egg and mix well. Stir in the vanilla extract. In a separate bowl, combine  2 cups flour, baking powder, baking soda, salt, and nutmeg.', 'Mix the flour mixture into the creamed butter mixture alternately with the buttermilk, stirring just to combine. After the last of the flour mixture is incorporated, gently fold in the diced mango and raspberries.  Spread the batter into the prepared pan (the batter will be thick). Sprinkle with crumb topping.', 'Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 50 minutes. Cool on a wire rack.'"
"'1 cup shortening', '2 cups white sugar', '4 eggs', '1 cup buttermilk', '3 cups sifted all-purpose flour', '1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon lemon extract'","""Buttermilk Pound Cake I""'Preheat oven to 300 degrees F (150 degrees C). Lightly grease and flour one 10 inch tube pan.', 'Combine shortening, white sugar, eggs, buttermilk, sifted flour, baking soda, baking powder, and lemon extract and beat with an electric mixer for 3 minutes at medium speed. Pour batter into prepared pan.', 'Bake at 300 degrees F (150 degrees C) for one hour. Remove cake from pan after it has cooled.'"
"'3 cups all-purpose flour', '1/4 teaspoon baking soda', '1/2 teaspoon salt', '1 cup butter', '3 cups white sugar', '6 eggs', '1 teaspoon lemon extract', '1 teaspoon vanilla extract', '1 cup buttermilk'","""Buttermilk Pound Cake II""'Preheat oven to 325 degrees F (165 degrees C). Grease one 9 or 10 inch tube pan.  Mix together the flour, baking soda, and salt. Set aside.', 'In a large bowl, beat butter with sugar. Mix in the eggs, one at time, beating well after each addition. Stir in the lemon and the vanilla extracts.  Gently mix in flour mixture alternately with the buttermilk. Pour batter into the prepared pan.', 'Bake in preheated oven for 90 minutes. Do not open oven door until after one hour. When cake begins to pull away from the side of the pan it is done. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.'"
"'½ cup butter', '3 cups white sugar', '6  egg yolks', '2 teaspoons lemon extract', '1 cup buttermilk', '3 cups all-purpose flour', '¼ teaspoon baking soda', '6  egg whites'","""Buttermilk Pound Cake III""'Preheat oven to 325 degrees F (165 degrees C). Grease and flour a 10 inch tube pan. Mix together the flour and baking soda; set aside.', 'In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the yolks one at a time, then stir in the lemon extract.  Beat in the flour mixture alternately with the buttermilk, mixing just until incorporated. Pour batter into prepared pan.', 'In a large glass or metal mixing bowl, beat egg whites until stiff peaks form. Fold 1/3 of the whites into the batter, then quickly fold in remaining whites until no streaks remain. Pour batter into prepared pan.', 'Bake in the preheated oven for 90 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.'"
