index,text
1355,Fresh Pear Cake cup peel core chop pear cup white sugar cups sift allpurpose flour teaspoon salt teaspoon bake soda teaspoon ground nutmeg teaspoon ground cinnamon teaspoon ground clove egg white cup canola oil cup chop pecan Preheat oven degree F degree C Spray inch bundt pan nonstick cooking spray slightly beat egg white combine oil chop pecan pear mixture stir flour salt bake soda nutmeg cinnamon clove Stir pear mixture Pour batter prepared bundt pan Bake degree F degree C hour minute Remove oven ant let cool wire rack minute remove form pan
1356,fresh Pineapple Upside Cake ¾ cup butter ¾ cup pack dark brown sugar ¾ cup unsweetened pineapple juice   ½ cup allpurpose flour teaspoon bake powder ½ teaspoon salt ½ cup white sugar egg ½ teaspoon vanilla extract fresh pineapple peel core cut ring melt butter Brush little bit butter inside inch cake pan Mix tablespoon butter dark brown sugar cup pineapple juice Place mixture cake pan Arrange pineapple ring brown sugar mixture decorative pattern creative set pan aside stir flour salt white sugar bake powder separate egg Beat white stiff dry Beat egg yolk lemony yellow Stir remain cup pineapple juice vanilla remain melt butter add mixture flour mixture gently fold egg white pour batter brown sugar pineapple ring Bake preheated oven cake spring lightly touch finger minute let cake cool pan minute cover pan tightly serve dish invert pineapple
1357,Fresh Strawberry Coffee Cake cup butter cup white sugar egg cup allpurpose flour teaspoon bake powder teaspoon salt cup milk cup thinly slice strawberries cup allpurpose flour cup white sugar cup butter soften cup flake coconut Beat cup butter bowl creamy add cup sugar egg Beat fully incorporate Mix cup flour baking powder salt separate bowl Stir flour mixture alternate milk butter mixture combined Pour batter prepared baking pan Arrange strawberry atop batter Mix cup flour cup sugar cup butter coconut bowl Sprinkle topping strawberry Bake preheated oven toothpick insert center cake come clean minute
1358,Fresh Strawberry Upside Cake cup crush fresh strawberry ounce package strawberry flavor JellO ® mix cup miniature marshmallow ounce package yellow cake mix batter prepare direct package Spread crush strawberry x inch bake pan Evenly sprinkle strawberry dry gelatin powder mini marshmallow prepare cake mix direct package pour marshmallow Bake preheated oven toothpick insert center come clean minute Cool pan minute run knife pan loosen side turn cake serve tray store cake refrigerator
1359,Friendship Cake ounce package yellow cake mix egg cup vegetable oil cup fruit cocktail drain cup chop walnut large bowl combine cake mix egg oil mix thoroughly stir fruit nuts Pour batter prepared pan Bake preheated oven minute toothpick insert center cake come clean Allow cool
1360,frost German Chocolate Cake cup halfandhalf cup butter cup white sugar egg yolk tablespoon cornstarch cup flaked coconut cup chop walnut
1361,frozen Pineapple Upside Cake Martini cup pineapple sherbet cups pineapple juice fluid ounce vanillaflavore vodka fluid ounce butterscotchflavored schnapps splash grenadine syrup Pour splash grenadine martini glass Pour drink mixture glass
1362,Fruit Cocktail Cake cup allpurpose flour cup white sugar teaspoon salt teaspoon bake powder egg ounce fruit cocktail cup pack brown sugar medium sized bowl combine flour white sugar salt bake powder egg fruit cocktail mix combine pour prepared pan Sprinkle brown sugar Bake degree F degree C minute golden brown
1363,Fruit Cocktail Cake II cups white sugar egg ounce can fruit cocktail cup selfrise flour teaspoon bake soda cup white sugar cup evaporate milk cup butter teaspoon vanilla extract cup chop walnuts cup flake coconut Bake degree F degree C minute usually bake well thick aluminum cake pan Frosting Mix cup sugar can milk stick margarine Cook slowly till mixture blend Cook minute remove heat Add vanilla chop nut coconut stir mixture thick Spread cake
1364,Fruit Cocktail Cake III cup white sugar cup butter melt egg cup selfrise flour teaspoon vanilla extract ounce fruit cocktail large bowl mix sugar melt butter margarine Add egg beat mix flour vanilla Stir fruit cocktail Pour batter prepared pan Bake minute cake test
1365,Fruit Cocktail Cake IV cup allpurpose flour cup white sugar teaspoon salt teaspoon bake soda egg ounce fruit cocktail syrup cup chop pecans cup brown sugar large bowl mix flour sugar salt bake soda Pour egg fruit cocktail syrup Mix pour prepared pan Sprinkle pecan brown sugar Bake preheated oven minute toothpick insert center cake come clean Allow cool
1366,Fruit Cocktail Cake V cup allpurpose flour teaspoon bake soda teaspoon salt teaspoon ground cinnamon cup margarine soften cup brown sugar egg ounce fruit cocktail include syrup cup semisweet chocolate chip cup chop walnut large bowl cream margarine brown sugar light fluffy Beat egg time Beat flour mixture stir fruit cocktail syrup mix combine Stir walnut chocolate chip pour batter prepared pan Bake preheated oven minute toothpick insert center cake come clean Allow cool
1367,Fruit Cocktail Cake VI cup allpurpose flour teaspoon bake soda pinche salt egg cups white sugar ounce fruit cocktail juice cup brown sugar cup chop walnuts cup white sugar cup butter ounce evaporate milk ounce package flake coconut large bowl beat egg cup white sugar smooth Beat flour mixture fruit cocktail juice Spread prepared pan Mix brown sugar chop nuts sprinkle cake Bake preheated oven minute toothpick insert center cake come clean Remove oven immediately poke hole cake fork Pour top cake topping small saucepan combine sugar butter evaporate milk bre boil stir coconut
1368,Fruit Cocktail Cake VII egg cups white sugar ounce fruit cocktail juice cup allpurpose flour teaspoon bake soda cup white sugar cup butter cup evaporate milk cup flake coconut teaspoon vanilla extract large bowl combine egg sugar fruit cocktail Beat flour mixture spread batter prepared pan Bake preheated oven minute toothpick insert center cake come clean Prick fork spread topping hot topping saucepan combine cup sugar butter evaporate milk coconut bring roll boil medium heat
1369,Fruit Cocktail Cake Sweet Buttery Sauce egg cup fruit cocktail drain cup white sugar cup allpurpose flour teaspoon bake soda teaspoon salt cup white sugar cup evaporate milk cup butter electric mixer mix egg fruit cocktail cup sugar flour soda salt order give Pour prepared pan Bake degree F degree c minute sauce bring boil cup sugar evaporate milk butter margarine Serve hot cake
1370,Fruit Cocktail Cake cup allpurpose flour cup white sugar egg teaspoon bake soda teaspoon vanilla extract ounce fruit cocktail cup pack brown sugar Combine flour white sugar egg bake soda vanilla undrained fruit cocktail mix blend Pour batter prepared pan sprinkle brown sugar Bake degree F degree C minute golden brown firm
1371,Fruit Galore Sponge Cake cup vanilla flavor syrup sponge cake cup blueberry cup slice strawberry ounce container freeze whip top thaw Arrange blueberry cake place strawberry blueberry Finish generously spread whip topping fruit serve immediately prefer chill refrigerator hour ready eat
1372,Fruity Bundt Cake cup flake coconut cup allpurpose flour teaspoon bake soda teaspoon salt teaspoon ground cinnamon teaspoon ground nutmeg cups white sugar cups vegetable oil egg teaspoon vanilla extract cup blueberry dice banana ounce crushed pineapple cup chop pecan medium bowl sift flour salt soda cinnamon nutmeg Set aside medium bowl combine sugar oil egg vanilla Beat smooth Add flour mixture mix hand combine gently stir berry banana pineapple pecan Pour prepared pan Bake degree F degree C hour toothpick insert middle cake come clean Cool minute pan turn wire rack cool completely
1373,Fudge Cake cups white sugar teaspoon vanilla extract eggs cup milk tablespoon fresh lemon juice cup unsweetene cocoa powder cup hot water cup allpurpose flour teaspoon bake soda teaspoon bake powder teaspoon salt cup butter bowl mix flour soda bake powder salt Sour milk add lemon juice vinegar Add flour mixture alternately soured milk cream mixture Mix cocoa hot water beat batter Bake minute degree F degree C Cool frost desire frost
1374,Fudge Layer Cake cup allpurpose flour cup unsweetene cocoa powder teaspoon bake soda teaspoon salt cup unsalted butter soften cup white sugar cup pack brown sugar egg teaspoon vanilla extract cups buttermilk cup unsalted butter soften ounce package confectioner sugar sift ounce square unsweetened chocolate melt teaspoon vanilla extract separate bowl cream cup butter white brown sugar medium speed light fluffy Add egg time beat addition Add teaspoon vanilla low speed begin add little flour mixture butter mixture alternate buttermilk blend start end flour line bottom inch pan wax paper grease flour Pour batter Bake preheat degree F degree C oven minute test toothpick Cool pan minute turn rack cool completely Frosting Cream cup butter confectioner sugar slowly add melt chocolate teaspoon vanilla Beat light fluffy Frost cool cake
1375,Fudge Marble Pound Cake package Duncan Hines ® Moist Deluxe ® Fudge Marble Cake Mix ounce package vanilla instant pudding pie filling mix large egg cup water cup vegetable oil Set aside cocoa packet mix Combine cake mix pudding mix egg water oil large bowl beat medium speed electric mixer minute Measure cup batter Place small bowl stir content reserve cocoa packet spoon half yellow batter loaf pan Spoon half chocolate batter yellow batter pan Run knife batter marble Bake degree F minute toothpick insert center come clean Cool pan minute carefully loosen cake pan Invert cool rack Cool completely cut cake slice
1376,Fudgy Cream Cheese Tunnel Cake cup semisweet chocolate chip ounce package cream cheese soften cup white sugar tablespoon heavy cream ounce package chocolate cake mix cup cold brew coffee cup vegetable oil egg cup chop pecans cup heavy whipping cream cup semisweet chocolate chip small saucepan medium heat melt cup chocolate chip bowl beat cream cheese sugar tablespoon heavy cream melt chocolate smooth separate bowl beat cake mix coffee oil egg mixed Pour prepared pan Sprinkle nuts Mound cream cheese mixture pan spread edge Bake preheated oven minute toothpick insert center come clean Cool hour pan invert prepare glaze heat cup heavy cream small saucepan medium heat edge bubbly Mix cup chocolate chip stir melt smooth Simmer minute slightly thicken Pour glaze cake let flow side Cool completely allow glaze set Store refrigerator
