title,ingredients
Ginger Spice Cake with Dried Cherries,"[' unsalted butter, , plus more for pan', 'all-purpose flour plus more for pan', 'dried tart cherries , finely chopped', 'finely chopped crystallized ginger', 'finely grated peeled ginger', 'Dijon mustard', 'hot espresso or very strong coffee', 'ground ginger', 'baking soda', 'kosher salt', 'ground allspice', 'ground cinnamon', 'freshly ground black pepper', ' dark brown sugar', ' eggs', 'mild-flavored  molasses', 'Luscious Chocolate Icing ', 'Special equipment: --cup Bundt pan']"
Gingerbread Layer Cake with Candied Kumquats,"['cola', 'baking soda', 'mild-flavored  molasses', 'all purpose flour', 'ground ginger', 'baking powder', 'ground cinnamon', 'ground cloves', 'ground nutmeg', ' salt', ' dark brown sugar', 'vegetable oil', ' eggs', 'water', 'honey', ' sugar', 'cloves', 'sticks, broken in half', 'bean, split lengthwise', 'kumquats, cut -inch-thick rounds, seeded', ' dark brown sugar', 'whipping cream', ' packages cream cheese, ', ' unsalted butter, ', 'vanilla extract', 'pecans, toasted, chopped', 'chopped crystallized ginger']"
Gingerbread Layer Cake with Cream Cheese Frosting and Candied Pistachios,"['Guinness extra stout or dark beer', 'mild-flavored  molasses', 'baking soda', 'all purpose flour', 'ground ginger', 'baking powder', 'ground cinnamon', 'ground cloves', 'ground nutmeg', 'ground cardamom', ' eggs', ' sugar', ' dark brown sugar', 'vegetable oil', 'minced peeled fresh ginger', 'finely chopped pistachios', 'light corn syrup', ' sugar', ' packages cream cheese, ', ' unsalted butter, ', 'finely grated orange peel', 'powdered sugar']"
Glazed Lemon Poppy-Seed Cake,"['all-purpose flour', 'baking powder', 'finely grated fresh lemon zest', ' salt', ' unsalted butter, softened', 'granulated sugar', ' eggs', 'poppy seeds', 'confectioners sugar', 'fresh lemon juice']"
Glazed Pear and Pecan Cake,"[' sugar', '', 'vegetable oil', 'pear vinegar or white wine vinegar', 'all purpose flour', 'ground cinnamon', 'baking powder', 'baking soda', ' salt', 'Bosc pears , peeled, cored, cut - -inch pieces', 'toasted pecan pieces', 'diced dried pear ', 'pear nectar', 'whipping cream']"
Almond-Apricot Food Processor Cake,"['unsalted butter, plus more for pan', 'blanched sliced almonds , ', 'apricots, ', 'kosher salt', ' sugar, ', ' eggs', 'vanilla extract', 'all-purpose flour ', 'baking powder', 'amaretto ', 'heavy cream', '-inch cake pan ']"
Gluten-Free Chocolate Tea Cake,"['Nonstick vegetable oil spray', 'unsweetened cocoa powder', 'unsalted, roasted almonds, chopped', '. bittersweet or semisweet chocolate , coarsely chopped', 'olive oil', 'kosher salt', 'granulated sugar, ', ' eggs, ', 'cream of tartar', 'raw sugar']"
Goat Cheese and Thyme Potato Cake,"['small red potatoes', ' unsalted butter, softened', 'sour cream', 'goat cheese , grated if aged or forced through a grater if soft', ' eggs', 'fresh thyme leaves']"
Goat Cheese Cake with Mixed Berries,"['Unsalted butter ', ' sugar plus more for pan', 'fresh soft goat cheese, ', 'finely grated lemon zest', 'fresh lemon juice', 'vanilla extract', ' eggs, ', 'all-purpose flour', 'mixed berries ', 'Special equipment: -diameter springform pan']"
Golden Cake with Chocolate Sour Cream Frosting,"['cake flour ', 'baking powder', 'baking soda', ' salt', ' unsalted butter, softened', ' sugar', ' eggs ', 'vanilla', 'sour cream', 'Chocolate sour cream frosting', 'Garnish: brown sugar buttercream']"
Golden Crisp Daikon Cake with Spicy Herb Soy Sauce,"['daikon , peeled, cut -inch pieces', 'sweet pork sausages , cut -inch cubes ', 'finely chopped green onions ', 'small dried shrimp, finely chopped', 'water, ', 'Nonstick vegetable oil spray', 'rice flour', 'soy sauce', 'Asian sesame oil', ' vegetable oil, ', 'fresh cilantro leaves', 'grated peeled fresh ginger, juices included', 'Thai red chiles, halved lengthwise, seeds removed,  crosswise hot chili sauce ', 'sesame seeds, toasted']"
Golden Potato Cake,"['unsalted butter ghee', 'small russet potatoes, peeled, very ', 'Flaky sea salt', 'Freshly ground white or black pepper']"
Golden Pumpkin and Apricot Layer Cake,"['cake flour', 'baking powder', 'ground cinnamon', 'ground allspice', 'baking soda', ' salt', 'Apricot Puree', 'canned solid pack pumpkin', 'buttermilk', ' unsalted butter, ', ' sugar', ' eggs, ', 'vanilla extract', 'cream cheese, ', 'powdered sugar', 'Apricot Puree', 'canned solid pack pumpkin', 'ground cinnamon', 'ground allspice', 'Dried apricot cutouts ']"
Grapefruit–Poppy Seed Loaf Cake With Yogurt Glaze,"['Nonstick vegetable oil spray', 'all-purpose flour', 'baking powder', 'kosher salt, plus more', 'finely grated grapefruit zest', 'granulated sugar', ' eggs, ', 'vegetable oil', 'vanilla extract', 'plain Greek yogurt', 'fresh grapefruit juice, ', 'poppy seeds, plus more for sprinkling', 'powdered sugar']"
Grilled Coconut Poundcake Sundaes With Tropical Fruit,"['packed light brown sugar', 'fresh lemon juice', 'water', ' slices fresh ginger, smashed', ', trimmed, peeled,  halved lengthwise', ' slices coconut pound cake', 'premium ice cream ', ', peeled, pitted,  cut lengthwise -inch pieces']"
"Grilled Pound Cake with Pineapple ""Salsa"" and Tequila Whipped Cream","['heavy  cream', confectioners' sugar, 'ground cinnamon', 'tequila ', 'pound cake ', 'unsalted butter, melted', 'Pineapple Salsa', 'mint sprigs, for garnish']"
Guinness Stout Ginger Cake,"['Guinness stout', 'molasses', 'baking soda', ' eggs', 'granulated sugar', 'firmly packed dark brown sugar', 'grapeseed or vegetable oil', 'all-purpose flour', 'ground ginger', 'baking powder', 'ground cinnamon', 'ground cloves', 'freshly grated nutmeg', 'ground cardamom', 'grated, peeled fresh gingerroot']"
Hazelnut Butter Cake with Sea Salt Caramel,"[' unsalted butter, , plus more', 'all-purpose flour, plus more', 'blanched hazelnuts', 'granulated sugar, ', 'baking powder', 'kosher salt', ' eggs', 'raw or granulated sugar', 'granulated sugar', 'light corn syrup', 'heavy cream', 'unsalted butter', 'flaky sea salt ']"
Hazelnut Dome Cake,"['Nonstick vegetable oil spray', 'blanched slivered almonds , toasted', 'hazelnuts , toasted', ' sugar', 'cake flour', 'egg whites', 'bittersweet  or semisweet chocolate, chopped', 'whipping cream', 'chilled whipping cream', ' sugar', 'amaretto or other almond liqueur', 'hazelnuts, toasted, husked, chopped ', 'finely chopped semisweet chocolate ', 'Unsweetened cocoa powder', 'Powdered sugar', 'Fresh raspberries  blackberries']"
"Hershey's ""Perfectly Chocolate"" Chocolate Cake","[' sugar', 'all-purpose flour', Hershey's Cocoa powder, 'baking powder', 'baking soda', ' salt', '', 'milk', 'vegetable oil', 'vanilla extract', 'boiling water', 'butter', Hershey's Cocoa Powder, 'powdered sugar', 'milk', 'vanilla extract']"
Holiday Fruit-Filled Pound Cake,"['Cognac or other bry', 'golden raisins', 'currants', 'dried apricots, finely chopped', 'dried cranberries', 'whole blanched almonds for top of cake ', ' sugar, ', 'all-purpose flour', 'baking powder', ' salt', 'unsalted butter, softened', ' eggs', 'pure vanilla extract', 'grated orange zest', 'sweet orange marmalade or apricot preserves', 'orange-flavored liqueur', 'Equipment: -inch springform pan']"
Honey and Spice Loaf Cake,"['all purpose flour', 'ground cinnamon', 'ground ginger', 'baking soda', ' salt', 'ground cloves', 'honey', ' sugar', 'vegetable oil', ' eggs', 'boiling water', 'raisins']"
Hungarian Chocolate Mousse Cake Bars,"['fine-quality bittersweet chocolate , chopped', 'unsalted butter, softened', ' sugar', ' eggs, ', 'cake flour ', 'unsweetened cocoa powder', ' salt', 'cream of tartar', 'apricot jam, melted  strained', 'heavy cream', 'fine-quality bittersweet chocolate , finely chopped in a food processor', 'heavy cream', 'fine-quality bittersweet chocolate , finely chopped in a food processor', 'unflavored gelatin', 'cold water', 'chilled heavy cream', 'confectioners sugar', 'vanilla']"
Iced Cappuccino Cream Cake,"['chocolate wafer crumbs', 'blanched almonds, toasted lightly, cooled completely, \xa0ground fine', ' unsalted butter, melted  cooled', ' sugar', 'ground fresh coffee', 'of unflavored gelatin', ' eggs, , the whites ', ' sugar', 'heavy cream', 'vanilla extract', 'ground cinnamon', 'heavy cream', 'kahlúa', ' sugar']"
Individual Walnut Cake with Yogurt,"['walnuts ', ' sugar', 'unsalted butter, cut into small pieces', 'finely grated fresh lemon zest', 'egg', 'all-purpose flour', '', ' sugar', 'water', 'mild honey', 'Special equipment: -  gratin dish or ramekin', 'Accompaniment: whole-milk yogurt ']"
Indonesian Spice Cake,"['All ingredients should be .', 'sifted cake flour , plus more for dusting', 'baking powder', 'freshly grated nutmeg', 'ground clove', 'ground cinnamon', 'Pinch of salt', 'unsalted butter , plus more for greasing', ' sugar', ' eggs', 'egg yolks, lightly beaten', 'vanilla extract', sifted confectioners' sugar ]"
Inside-Out Carrot Cake Cookies,"['all-purpose flour', 'cinnamon', 'baking soda', ' salt', ' unsalted butter, softened', 'packed light brown sugar', 'granulated sugar', 'egg', 'vanilla', 'coarsely grated carrots ', 'cup walnuts , chopped', 'raisins ', 'cream cheese', 'honey']"
Irish Cream Chocolate Mousse Cake,"[' eggs', ' sugar', 'semisweet chocolate, chopped', 'chilled whipping cream', 'Irish cream liqueur', ' sugar', 'water', 'Irish whiskey', ' eggs', ' sugar', 'instant espresso powder or coffee powder', 'Pinch of salt', 'all purpose flour', '-inch waxed paper strips', 'semisweet chocolate, chopped', 'solid vegetable shortening', ' squares semisweet baking chocolate', 'Powdered sugar']"
Irish Currant and Raisin Cake,"['unbleached all-purpose flour  ', 'baking powder', 'baking soda', ' salt', ' unsalted butter, softened', ' sugar', 'egg, ', 'currants', 'golden raisins', 'buttermilk or milk', '-inch--inch round cake pan, buttered  bottom lined with parchment or wax paper']"
Isabelle's Semolina Cake,"['  sugar', 'unsalted butter, melted', ' eggs', ' milk', 'bean, split down its length', 'Pinch of sea salt', ' semolina', 'freshly grated nutmeg', ' raisins']"
Jam Cake with Caramel Chocolate Ganache,"['-inch round cake pans, greased  bottoms lined with parchment paper circles', ' all-purpose flour', 'baking soda', 'ground cinnamon', 'ground nutmeg', 'ground cloves', 'fine sea salt', ' jam, preferably blackberry, raspberry, or apricot', 'buttermilk, ', ' unsalted butter, ', ' sugar', ', ', ' sliced natural almonds, toasted', 'Caramel Chocolate Ganache']"
Just-as-Sweet-as-Honey Cake,"['whole wheat pastry or spelt flour', 'baking powder', 'baking soda', 'cinnamon', 'ground ginger', 'ground cloves or allspice', 'dark agave nectar or pure maple syrup, or half of each', 'applesauce', 'safflower oil', 'vanilla extract', 'dark or golden raisins', 'sliced almonds']"
Key Lime Coconut Cake,"['sweetened flaked coconut', 'unsalted butter, softened', 'granulated sugar', 'grated Key lime zest', ' eggs', 'self-rising flour', 'whole milk', 'fresh Key lime juice, ', 'confectioners sugar', 'rum ']"
King's Cake,"[' all-purpose flour', ' superfine granulated sugar', ' fleur de sel de Guére ', 'Finely grated zest lemon', ' active dry yeast', '', ' orange-flower water', ' aged dark rum', ' cied orange peel', ' unsalted butter', 'lima bean', 'yolk', ' eggs', 'superfine granulated sugar', 'Dash of table salt', 'Apricot jelly or preserve', ' sugar ', 'each of cied red  green melon', 'Cied orange slices', 'Coarsely chopped almonds']"
Ladies' Mile Applesauce Raisin Cake Diamond,"['rum', 'raisins', 'all-purpose flour', 'cinnamon', 'ground cloves', 'baking soda', 'freshly grated nutmeg', ' salt', ' unsalted butter, softened', 'granulated sugar', 'packed light brown sugar', ' eggs', 'applesauce', 'pecans or walnuts, toasted, cooled  chopped coarse', confectioners' sugar for dusting]"
Lady Baltimore Cake,"[' unsalted butter, softened', ' sugar', 'vanilla extract', 'almond extract', 'all-purpose flour', 'double-acting baking powder', ' salt', 'milk', 'egg whites', 'cream of tartar', ' sugar', 'water', 'egg whites', 'vanilla extract', 'finely chopped dried figs plus sliced dried figs for garnish', 'pecans, toasted lightly  chopped fine, plus pecan halves for garnish', 'raisins, chopped']"
Layer Cake,"['crème de cacao', 'apricot bry', 'heavy cream', 'Maraschino cherry']"
Lemon-Blueberry Cake with White Chocolate Frosting,"['cake flour', ' salt', 'baking powder', 'baking soda', ' unsalted butter, ', ' sugar', 'fresh lemon juice', ' grated lemon peel', ' eggs', 'buttermilk', 'fresh blueberries', 'good-quality white chocolate , finely chopped', 'cream cheese, ', ' unsalted butter, ', 'fresh lemon juice', 'Additional blueberries ', 'Lemon slices ']"
Lemon Blueberry Ice-Cream Cake,"['cake flour ', 'baking powder', ' salt', ' unsalted butter, softened', ' sugar', ' eggs', 'whole milk', 'finely grated fresh lemon zest', 'fresh lemon juice', 'blueberry filling', 'lemon ice cream', 'Garnish: blueberries']"
Lemon-Blueberry Poke Cake,"['Nonstick vegetable oil spray', 'all-purpose flour', 'baking powder', 'kosher salt', 'finely grated lemon zest', ' sugar', ' eggs, ', 'vegetable oil', 'vanilla extract', 'plain whole milk yogurt', 'fresh lemon juice', ' sugar', 'blueberries', 'unflavored powdered gelatin', 'powdered sugar', 'fresh lemon juice', 'blueberries', 'finely grated lemon zest', '5 loaf pan ']"
Lemon Buttermilk Cake,"[' unsalted butter, plus more for greasing, ', ' sugar', 'all-purpose flour, plus more for dusting', 'baking soda', ' salt', 'buttermilk', 'lemon zest', 'lemon juice', ' eggs, ', confectioners' sugar, plus more as needed]"
Lemon Cornmeal Cake with Lemon Glaze and Crushed-Blueberry Sauce,"[' powdered sugar, sifted', ' fresh lemon Juice', 'all purpose flour', 'yellow cornmeal', ' sugar', 'baking powder', ' salt', 'buttermilk', ' eggs', 'finely grated lemon peel', 'vanilla extract', ' unsalted butter, melted, cooled', 'Crushed-Blueberry Sauce']"
Lemon Cornmeal Cake with Raspberry Filling,"['frozen unsweetened raspberries, thawed', ' sugar', 'cornstarch', ' unsalted butter, ', ' sugar', ' eggs', 'cake flour', 'baking powder', ' salt', 'yellow cornmeal', 'grated lemon peel', 'lemon extract', 'chilled whipping cream', ' sugar', 'lemon extract', 'grated lemon peel', 'sliced almonds, toasted']"
Lemon Ginger Cake with Lemon-Cream Cheese Frosting,"[' sugar', ' unsalted butter, ', ' eggs', 'fresh lemon juice', 'grated lemon peel', 'vanilla extract', 'cake flour', 'ground ginger', 'ground cinnamon', 'baking powder', 'baking soda', ' salt', 'buttermilk', 'cream cheese, ', ' unsalted butter, ', 'fresh lemon juice', 'grated lemon peel', 'vanilla extract', 'powdered sugar, sifted']"
Lemon-Ginger Cake with Pistachios,"[' eggs', 'egg yolks', 'fresh lemon juice', ' unsalted butter, diced', ' sugar', ' finely grated lemon peel', 'all purpose flour', ' sugar', 'ground ginger', 'baking powder', 'fine sea salt', ' unsalted butter, ', 'whole milk', ' finely grated lemon peel', 'egg whites, , ', 'blackberry preserves', 'water', 'unflavored gelatin', 'egg whites, ', ' sugar', 'White chocolate curls', 'chopped natural unsalted pistachios ', 'chopped crystallized ginger ']"
Lemon-Ginger Pound Cake,"['finely chopped peeled fresh ginger', 'granulated sugar', 'all-purpose flour', 'baking powder', 'ground ginger', ' salt', 'whole milk', 'vanilla', ' unsalted butter, softened', 'finely grated fresh lemon zest', ' eggs', 'fresh lemon juice', 'confectioners sugar', 'fresh lemon juice', 'Special equipment: - -cup nonstick bundt, kugelhopf, or loaf pan']"
Lemon-Honey Almond Cake,"['honey', 'water', ' sugar', 'fresh lemon juice', 'almonds', ' sugar', 'matzo cake meal', 'matzo meal', 'ground cinnamon', 'ground allspice', ' eggs', 'vegetable oil', 'grated lemon peel']"
Lemon Layer Cake,"['canola oil, plus additional for greasing cake pans', 'brown-rice flour mix', ' salt', 'baking powder', 'xanthan gum', 'milk', 'vanilla', 'finely grated fresh lemon zest', 'granulated sugar', ' eggs', 'finely grated fresh lemon zest', 'fresh lemon juice', 'granulated sugar', 'egg yolks', 'guar gum', ' unsalted butter, cut into tablespoon pieces', 'lemon extract', ' unsalted butter, softened', 'confectioners sugar', 'fresh lemon juice', 'lemon extract', 'finely grated fresh lemon zest', 'Special equipment:  round cake pans']"
Lemon Olive-Oil Cake,"['olive oil , plus additional for greasing pan', 'lemon', 'cake flour ', ' eggs, , for another use', ' sugar', 'Special equipment: -inch  springform pan; parchment paper']"
Lemon or Orange Cake (_Cake Citron ou Cake Orange_),"[' cake flour, sifted', 'double-acting baking powder', ' salt', ' sugar', 'Grated zest ', ' eggs, ', ' crème fraîche, homemade or storebought, or heavy cream, ', ' dark rum  or Gr Marnier ', ' unsalted butter, melted  cooled']"
